Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283402	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	360	253	Candida albicans	ILLUMINA	2016-01-11	ERR310031	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283310	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	202	148	Candida albicans	ILLUMINA	2016-01-11	ERR310058	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283354	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	379	268	Candida albicans	ILLUMINA	2016-01-11	ERR310076	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283385	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	290	212	Candida albicans	ILLUMINA	2016-01-11	ERR310077	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283284	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	329	233	Candida albicans	ILLUMINA	2016-01-11	ERR310090	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283348	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	83	61	Candida albicans	ILLUMINA	2016-01-11	ERR310143	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283436	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	245	177	Candida albicans	ILLUMINA	2016-01-11	ERR310155	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2158342	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283395	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS D	2016-01-11	293	215	Candida albicans	ILLUMINA	2016-01-11	ERR310171	ERS323181	ERP003535	SAMEA2158342			ura3::imm434/ura3::imm434 + CIp33															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283331	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	54	40	Candida albicans	ILLUMINA	2016-01-11	ERR310001	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283478	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	128	94	Candida albicans	ILLUMINA	2016-01-11	ERR310016	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283286	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	220	154	Candida albicans	ILLUMINA	2016-01-11	ERR310089	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283389	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	148	107	Candida albicans	ILLUMINA	2016-01-11	ERR310097	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283363	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	177	130	Candida albicans	ILLUMINA	2016-01-11	ERR310099	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283325	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	175	128	Candida albicans	ILLUMINA	2016-01-11	ERR310117	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283349	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	204	144	Candida albicans	ILLUMINA	2016-01-11	ERR310131	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283285	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	194	141	Candida albicans	ILLUMINA	2016-01-11	ERR310142	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2161477	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283446	0	Illumina HiSeq 2000	SINGLE	cDNA	Control B	2016-01-11	231	163	Candida albicans	ILLUMINA	2016-01-11	ERR310146	ERS323182	ERP003535	SAMEA2161477			ura3::imm434/ura3::imm434 + CIp10															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283457	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	295	215	Candida albicans	ILLUMINA	2016-01-11	ERR309989	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283388	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	124	90	Candida albicans	ILLUMINA	2016-01-11	ERR310030	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283287	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	413	302	Candida albicans	ILLUMINA	2016-01-11	ERR310051	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283342	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	348	251	Candida albicans	ILLUMINA	2016-01-11	ERR310063	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283295	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	456	332	Candida albicans	ILLUMINA	2016-01-11	ERR310072	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283365	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	463	327	Candida albicans	ILLUMINA	2016-01-11	ERR310118	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283329	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	535	377	Candida albicans	ILLUMINA	2016-01-11	ERR310139	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283399	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	506	354	Candida albicans	ILLUMINA	2016-01-11	ERR310159	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2142738	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283413	0	Illumina HiSeq 2000	SINGLE	cDNA	OS C	2016-01-11	410	299	Candida albicans	ILLUMINA	2016-01-11	ERR310181	ERS323183	ERP003535	SAMEA2142738			ura3::imm434/ura3::imm434 + CIp14															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283291	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	232	167	Candida albicans	ILLUMINA	2016-01-11	ERR310009	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283326	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	294	214	Candida albicans	ILLUMINA	2016-01-11	ERR310014	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283321	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	338	236	Candida albicans	ILLUMINA	2016-01-11	ERR310049	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283397	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	355	251	Candida albicans	ILLUMINA	2016-01-11	ERR310100	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283394	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	80	59	Candida albicans	ILLUMINA	2016-01-11	ERR310137	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283289	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	193	141	Candida albicans	ILLUMINA	2016-01-11	ERR310140	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283337	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	305	215	Candida albicans	ILLUMINA	2016-01-11	ERR310151	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283362	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	276	202	Candida albicans	ILLUMINA	2016-01-11	ERR310167	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1970737	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283469	0	Illumina HiSeq 2000	SINGLE	cDNA	XS C	2016-01-11	274	200	Candida albicans	ILLUMINA	2016-01-11	ERR310193	ERS323184	ERP003535	SAMEA1970737			ura3::imm434/ura3::imm434 + CIp17															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283290	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	117	86	Candida albicans	ILLUMINA	2016-01-11	ERR309997	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283381	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	49	36	Candida albicans	ILLUMINA	2016-01-11	ERR310005	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283322	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	192	137	Candida albicans	ILLUMINA	2016-01-11	ERR310017	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283351	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	163	120	Candida albicans	ILLUMINA	2016-01-11	ERR310021	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283341	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	164	121	Candida albicans	ILLUMINA	2016-01-11	ERR310067	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283425	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	212	150	Candida albicans	ILLUMINA	2016-01-11	ERR310070	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283439	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	137	100	Candida albicans	ILLUMINA	2016-01-11	ERR310088	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283338	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	223	159	Candida albicans	ILLUMINA	2016-01-11	ERR310120	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2155784	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283373	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+NS B	2016-01-11	178	130	Candida albicans	ILLUMINA	2016-01-11	ERR310158	ERS323185	ERP003535	SAMEA2155784			ura3::imm434/ura3::imm434 + CIp25															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283420	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	69	50	Candida albicans	ILLUMINA	2016-01-11	ERR309987	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283471	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	237	172	Candida albicans	ILLUMINA	2016-01-11	ERR309998	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283327	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	165	119	Candida albicans	ILLUMINA	2016-01-11	ERR310036	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283441	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	254	184	Candida albicans	ILLUMINA	2016-01-11	ERR310062	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283294	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	301	210	Candida albicans	ILLUMINA	2016-01-11	ERR310066	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283339	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	242	176	Candida albicans	ILLUMINA	2016-01-11	ERR310127	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283336	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	316	222	Candida albicans	ILLUMINA	2016-01-11	ERR310161	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283416	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	201	144	Candida albicans	ILLUMINA	2016-01-11	ERR310185	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152555	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283330	0	Illumina HiSeq 2000	SINGLE	cDNA	XS+NS C	2016-01-11	280	197	Candida albicans	ILLUMINA	2016-01-11	ERR310191	ERS323186	ERP003535	SAMEA2152555			ura3::imm434/ura3::imm434 + CIp29															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283403	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	338	243	Candida albicans	ILLUMINA	2016-01-11	ERR310019	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283299	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	277	203	Candida albicans	ILLUMINA	2016-01-11	ERR310022	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283432	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	446	314	Candida albicans	ILLUMINA	2016-01-11	ERR310042	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283393	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	485	339	Candida albicans	ILLUMINA	2016-01-11	ERR310084	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283350	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	397	290	Candida albicans	ILLUMINA	2016-01-11	ERR310134	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283454	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	403	294	Candida albicans	ILLUMINA	2016-01-11	ERR310152	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283320	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	512	361	Candida albicans	ILLUMINA	2016-01-11	ERR310164	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283447	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	422	307	Candida albicans	ILLUMINA	2016-01-11	ERR310178	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2162637	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283319	0	Illumina HiSeq 2000	SINGLE	cDNA	OS D	2016-01-11	115	84	Candida albicans	ILLUMINA	2016-01-11	ERR310179	ERS323187	ERP003535	SAMEA2162637			ura3::imm434/ura3::imm434 + CIp15															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283435	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	243	172	Candida albicans	ILLUMINA	2016-01-11	ERR310052	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283408	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	207	152	Candida albicans	ILLUMINA	2016-01-11	ERR310079	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283300	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	62	45	Candida albicans	ILLUMINA	2016-01-11	ERR310093	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283375	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	275	195	Candida albicans	ILLUMINA	2016-01-11	ERR310110	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283409	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	209	153	Candida albicans	ILLUMINA	2016-01-11	ERR310122	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
